City,Year,Brand,Model,Fuel_Type,Transmission,KM_Driven,Owner,EMI_Price,Price
Gurgaon,2020,Tata,ALTROZ,CNG,Manual,451999,1st owner,"EMI ₹8,835/m","₹8,835"
Gurgaon,2021,KIA,SONET,Petrol,Manual,641000,1st owner,"EMI ₹12,532/m","₹12,532"
Gurgaon,2019,Hyundai,Creta,Petrol,Auto,877999,1st owner,"EMI ₹16,712/m","₹16,712"
Gurgaon,2022,Tata,ALTROZ,Petrol,Manual,500000,1st owner,"EMI ₹9,779/m","₹9,779"
Gurgaon,2016,Ford,Ecosport,Petrol,Manual,398000,1st owner,"EMI ₹7,789/m","₹7,789"
Gurgaon,2022,MG,ASTOR,Petrol,Manual,861999,1st owner,"EMI ₹16,407/m","₹16,407"
Gurgaon,2019,Hyundai,New,Petrol,Manual,785000,2nd owner,"EMI ₹15,347/m","₹15,347"
Gurgaon,2023,Skoda,SLAVIA,Petrol,Manual,872000,1st owner,"EMI ₹16,598/m","₹16,598"
Gurgaon,2024,Maruti,IGNIS,Petrol,Manual,486000,1st owner,"EMI ₹9,501/m","₹9,501"
Gurgaon,2019,Mahindra,Scorpio,Diesel,Manual,1053000,1st owner,"EMI ₹27,215/m","₹27,215"
Gurgaon,2022,Tata,ALTROZ,Petrol,Manual,610000,1st owner,"EMI ₹11,926/m","₹11,926"
Gurgaon,2024,Volkswagen,TAIGUN,Petrol,Manual,1034000,1st owner,"EMI ₹19,681/m","₹19,681"
Gurgaon,2020,MG,HECTOR,Petrol,Manual,1051000,2nd owner,"EMI ₹20,009/m","₹20,009"
Gurgaon,2017,Hyundai,i20,Petrol,Manual,490000,1st owner,"EMI ₹9,575/m","₹9,575"
Gurgaon,2023,Mahindra,XUV700,Petrol,Auto,1395000,1st owner,"EMI ₹26,553/m","₹26,553"
Gurgaon,2022,Maruti,Alto,Petrol,Manual,350000,1st owner,"EMI ₹6,843/m","₹6,843"
Gurgaon,2022,Tata,Safari,Diesel,Manual,1563000,1st owner,"EMI ₹29,755/m","₹29,755"
Gurgaon,2023,Mahindra,XUV300,Petrol,Manual,688000,1st owner,"EMI ₹13,459/m","₹13,459"
Gurgaon,2023,Volkswagen,VIRTUS,Petrol,Manual,1060000,1st owner,"EMI ₹20,176/m","₹20,176"
Gurgaon,2020,Tata,ALTROZ,Petrol,Manual,476000,1st owner,"EMI ₹9,306/m","₹9,306"
Gurgaon,2021,MG,HECTOR,Petrol,Manual,968000,1st owner,"EMI ₹18,426/m","₹18,426"
Gurgaon,2020,Maruti,Baleno,Petrol,Manual,484999,1st owner,"EMI ₹9,482/m","₹9,482"
Gurgaon,2018,Datsun,Go,Petrol,Manual,215000,2nd owner,"EMI ₹4,203/m","₹4,203"
Gurgaon,2022,Mahindra,XUV700,Petrol,Auto,2050000,1st owner,"EMI ₹39,020/m","₹39,020"
Gurgaon,2022,Maruti,New,CNG,Manual,535000,1st owner,"EMI ₹10,459/m","₹10,459"
Gurgaon,2019,Maruti,Baleno,Petrol,Manual,349000,2nd owner,"EMI ₹6,827/m","₹6,827"
Gurgaon,2022,Maruti,New,CNG,Manual,532000,1st owner,"EMI ₹10,403/m","₹10,403"
Gurgaon,2020,Tata,ALTROZ,Petrol,Manual,484999,1st owner,"EMI ₹9,479/m","₹9,479"
Gurgaon,2023,Maruti,Baleno,Petrol,Manual,569000,1st owner,"EMI ₹11,124/m","₹11,124"
Gurgaon,2024,Tata,Curvv,Petrol,Manual,1125000,1st owner,"EMI ₹21,413/m","₹21,413"
Gurgaon,2023,Tata,NEXON,Petrol,Manual,759000,1st owner,"EMI ₹14,836/m","₹14,836"
Gurgaon,2022,KIA,SONET,Diesel,Manual,834000,1st owner,"EMI ₹15,878/m","₹15,878"
Ghaziabad,2018,Datsun,Go,Petrol,Manual,215000,2nd owner,"EMI ₹4,203/m","₹4,203"
Ghaziabad,2024,Nissan,MAGNITE,Petrol,Auto,684000,1st owner,"EMI ₹13,365/m","₹13,365"
Ghaziabad,2023,Mahindra,XUV300,Petrol,Manual,688000,1st owner,"EMI ₹13,459/m","₹13,459"
Ghaziabad,2017,Maruti,Dzire,Petrol,Manual,384000,2nd owner,"EMI ₹7,510/m","₹7,510"
Ghaziabad,2021,Maruti,Baleno,Petrol,Manual,469000,1st owner,"EMI ₹10,422/m","₹10,422"
Ghaziabad,2017,Hyundai,Creta,Petrol,Manual,566000,1st owner,"EMI ₹11,065/m","₹11,065"
Ghaziabad,2015,Maruti,Ciaz,Petrol,Manual,422000,1st owner,"EMI ₹9,396/m","₹9,396"
Ghaziabad,2022,KIA,SONET,Diesel,Manual,834000,1st owner,"EMI ₹15,878/m","₹15,878"
Ghaziabad,2016,Ford,Ecosport,Petrol,Auto,398000,2nd owner,"EMI ₹7,789/m","₹7,789"
Ghaziabad,2022,Tata,NEXON,Petrol,Manual,598000,1st owner,"EMI ₹11,691/m","₹11,691"
Ghaziabad,2020,Maruti,Vitara,Petrol,Manual,581000,1st owner,"EMI ₹11,359/m","₹11,359"
Ghaziabad,2017,Honda,WR-V,Petrol,Manual,438999,1st owner,"EMI ₹8,578/m","₹8,578"
Ghaziabad,2017,Hyundai,Creta,Petrol,Manual,582000,1st owner,"EMI ₹11,378/m","₹11,378"
Ghaziabad,2024,Tata,ALTROZ,CNG,Manual,697000,1st owner,"EMI ₹13,626/m","₹13,626"
Ghaziabad,2018,Hyundai,Grand,Petrol,Manual,328000,1st owner,"EMI ₹6,410/m","₹6,410"
Ghaziabad,2016,Ford,Ecosport,Petrol,Manual,362000,2nd owner,"EMI ₹7,077/m","₹7,077"
Ghaziabad,2019,Ford,Ecosport,Petrol,Manual,550000,1st owner,"EMI ₹10,752/m","₹10,752"
Ghaziabad,2022,Maruti,Baleno,Petrol,Manual,578000,1st owner,"EMI ₹11,304/m","₹11,304"
Ghaziabad,2013,Hyundai,i10,Petrol,Manual,195000,1st owner,"EMI ₹6,473/m","₹6,473"
Ghaziabad,2024,Honda,Amaze,Petrol,Auto,788000,1st owner,"EMI ₹15,406/m","₹15,406"
Ghaziabad,2020,MG,HECTOR,Petrol,Manual,1051000,2nd owner,"EMI ₹20,009/m","₹20,009"
Ghaziabad,2022,Tata,Safari,Diesel,Manual,1563000,1st owner,"EMI ₹29,755/m","₹29,755"
Ghaziabad,2022,Tata,Safari,Diesel,Manual,1444000,1st owner,"EMI ₹27,489/m","₹27,489"
Ghaziabad,2022,Maruti,Alto,Petrol,Manual,350000,1st owner,"EMI ₹6,843/m","₹6,843"
Ghaziabad,2022,Mahindra,XUV700,Petrol,Auto,2050000,1st owner,"EMI ₹39,020/m","₹39,020"
Ghaziabad,2021,MG,HECTOR,Petrol,Manual,968000,1st owner,"EMI ₹18,426/m","₹18,426"
Ghaziabad,2021,Maruti,Baleno,Petrol,Manual,509000,1st owner,"EMI ₹9,947/m","₹9,947"
Ghaziabad,2019,Maruti,Baleno,Petrol,Manual,349000,2nd owner,"EMI ₹6,827/m","₹6,827"
Ghaziabad,2023,Volkswagen,VIRTUS,Petrol,Manual,1060000,1st owner,"EMI ₹20,176/m","₹20,176"
Ghaziabad,2023,Tata,NEXON,Petrol,Manual,759000,1st owner,"EMI ₹14,836/m","₹14,836"
Ghaziabad,2018,Honda,City,Petrol,Manual,708000,1st owner,"EMI ₹13,834/m","₹13,834"
Ghaziabad,2024,Volkswagen,TAIGUN,Petrol,Manual,985000,1st owner,"EMI ₹18,749/m","₹18,749"
Ghaziabad,2023,Mahindra,XUV700,Petrol,Auto,1395000,1st owner,"EMI ₹26,553/m","₹26,553"
Ghaziabad,2021,Honda,City,Petrol,Manual,701000,1st owner,"EMI ₹13,705/m","₹13,705"
Ghaziabad,2024,Tata,TIGOR,CNG,Auto,876000,1st owner,"EMI ₹16,678/m","₹16,678"
Ghaziabad,2019,Hyundai,New,Petrol,Manual,785000,2nd owner,"EMI ₹15,347/m","₹15,347"
Ghaziabad,2024,Tata,Curvv,Petrol,Manual,1125000,1st owner,"EMI ₹21,413/m","₹21,413"
Ghaziabad,2019,Honda,Amaze,CNG,Manual,520000,1st owner,"EMI ₹10,167/m","₹10,167"
Ghaziabad,2017,Honda,City,Petrol,Manual,465000,2nd owner,"EMI ₹9,091/m","₹9,091"
Ghaziabad,2016,Ford,Ecosport,Petrol,Manual,398000,1st owner,"EMI ₹7,789/m","₹7,789"
Kolkata,2013,Maruti,Alto,Petrol,Manual,127000,1st owner,"EMI ₹4,218/m","₹4,218"
Kolkata,2021,Hyundai,Verna,Petrol,Manual,735000,1st owner,"EMI ₹14,369/m","₹14,369"
Kolkata,2016,Maruti,Wagon,Petrol,Manual,262000,1st owner,"EMI ₹5,118/m","₹5,118"
Kolkata,2021,Renault,Kwid,Petrol,Manual,369000,1st owner,"EMI ₹7,218/m","₹7,218"
Kolkata,2024,Honda,Amaze,Petrol,Auto,836999,1st owner,"EMI ₹15,931/m","₹15,931"
Kolkata,2015,Hyundai,Grand,Petrol,Manual,252999,1st owner,"EMI ₹5,628/m","₹5,628"
Kolkata,2020,Maruti,S,Petrol,Manual,291000,1st owner,"EMI ₹5,689/m","₹5,689"
Kolkata,2015,Honda,City,Petrol,Manual,316000,1st owner,"EMI ₹7,034/m","₹7,034"
Kolkata,2021,Hyundai,Verna,Petrol,Auto,1106000,1st owner,"EMI ₹21,044/m","₹21,044"
Kolkata,2021,Hyundai,NEW,Petrol,Manual,355000,1st owner,"EMI ₹6,940/m","₹6,940"
Kolkata,2015,Maruti,Swift,Petrol,Manual,294000,1st owner,"EMI ₹6,540/m","₹6,540"
Kolkata,2016,Maruti,Ciaz,Petrol,Manual,353000,1st owner,"EMI ₹6,901/m","₹6,901"
Kolkata,2014,Maruti,Ritz,Petrol,Manual,180000,1st owner,"EMI ₹4,740/m","₹4,740"
Kolkata,2013,Hyundai,i20,Petrol,Manual,204999,1st owner,"EMI ₹6,809/m","₹6,809"
Kolkata,2017,Volkswagen,Ameo,Petrol,Manual,303000,2nd owner,"EMI ₹5,928/m","₹5,928"
Kolkata,2017,Maruti,Swift,Petrol,Manual,351000,1st owner,"EMI ₹6,862/m","₹6,862"
Kolkata,2022,Mahindra,Thar,Diesel,Manual,1019999,1st owner,"EMI ₹19,415/m","₹19,415"
Kolkata,2023,Tata,NEXON,Petrol,Manual,894999,1st owner,"EMI ₹17,036/m","₹17,036"
Kolkata,2016,Datsun,Go,Petrol,Manual,204000,2nd owner,"EMI ₹3,997/m","₹3,997"
Kolkata,2014,Toyota,Etios,Petrol,Manual,214000,2nd owner,"EMI ₹5,639/m","₹5,639"
Coimbatore,2020,Tata,Tiago,Petrol,Manual,356000,1st owner,"EMI ₹6,960/m","₹6,960"
Coimbatore,2015,Honda,City,Petrol,Auto,581000,2nd owner,"EMI ₹12,917/m","₹12,917"
Coimbatore,2019,Ford,Ecosport,Diesel,Manual,689000,2nd owner,"EMI ₹15,319/m","₹15,319"
Coimbatore,2017,Skoda,Rapid,Diesel,Auto,628000,2nd owner,"EMI ₹12,278/m","₹12,278"
Coimbatore,2018,Honda,Jazz,Petrol,Manual,572000,1st owner,"EMI ₹11,184/m","₹11,184"
Coimbatore,2022,Maruti,New,Petrol,Manual,478000,1st owner,"EMI ₹9,345/m","₹9,345"
Coimbatore,2023,Nissan,MAGNITE,Petrol,Auto,673000,1st owner,"EMI ₹13,157/m","₹13,157"
Coimbatore,2022,Toyota,URBAN,Petrol,Auto,762000,1st owner,"EMI ₹14,897/m","₹14,897"
Coimbatore,2017,Honda,City,Petrol,Manual,609000,1st owner,"EMI ₹11,906/m","₹11,906"
Coimbatore,2018,Maruti,Dzire,Petrol,Manual,672000,1st owner,"EMI ₹13,131/m","₹13,131"
Coimbatore,2015,Nissan,Micra,Petrol,Manual,275000,1st owner,"EMI ₹6,117/m","₹6,117"
Coimbatore,2022,Maruti,New,Petrol,Manual,476999,1st owner,"EMI ₹9,325/m","₹9,325"
Coimbatore,2020,Renault,Kwid,Petrol,Manual,348000,1st owner,"EMI ₹6,803/m","₹6,803"
Coimbatore,2020,Honda,Amaze,Petrol,Auto,581000,1st owner,"EMI ₹11,359/m","₹11,359"
Coimbatore,2018,Tata,Tiago,Petrol,Manual,408000,1st owner,"EMI ₹7,976/m","₹7,976"
Coimbatore,2018,Maruti,Alto,Petrol,Manual,320000,1st owner,"EMI ₹7,118/m","₹7,118"
Coimbatore,2018,Honda,Amaze,Diesel,Manual,620000,1st owner,"EMI ₹12,121/m","₹12,121"
Coimbatore,2022,Renault,TRIBER,Petrol,Manual,537000,1st owner,"EMI ₹10,498/m","₹10,498"
Coimbatore,2017,Honda,City,Petrol,Manual,548000,1st owner,"EMI ₹10,714/m","₹10,714"
Coimbatore,2022,Honda,Amaze,Petrol,Manual,642000,2nd owner,"EMI ₹12,551/m","₹12,551"
Patna,2018,Renault,Kwid,Petrol,Manual,292000,2nd owner,"EMI ₹5,703/m","₹5,703"
Patna,2021,Renault,TRIBER,Petrol,Manual,559000,1st owner,"EMI ₹10,928/m","₹10,928"
Patna,2016,Maruti,Vitara,Diesel,Manual,459000,1st owner,"EMI ₹10,210/m","₹10,210"
Patna,2020,KIA,SONET,Diesel,Auto,1035000,1st owner,"EMI ₹19,698/m","₹19,698"
Patna,2020,KIA,SONET,Petrol,Manual,714000,2nd owner,"EMI ₹13,967/m","₹13,967"
Patna,2020,Datsun,Redi,Petrol,Manual,290000,1st owner,"EMI ₹5,670/m","₹5,670"
Patna,2018,Honda,Amaze,Diesel,Auto,484999,2nd owner,"EMI ₹9,482/m","₹9,482"
Patna,2020,Honda,Civic,Petrol,Auto,1390000,1st owner,"EMI ₹26,451/m","₹26,451"
Patna,2015,Hyundai,Creta,Diesel,Manual,557000,1st owner,"EMI ₹14,668/m","₹14,668"
Patna,2015,Maruti,Swift,Petrol,Manual,337000,1st owner,"EMI ₹7,500/m","₹7,500"
Patna,2023,Maruti,Alto,Petrol,Manual,350000,1st owner,"EMI ₹6,843/m","₹6,843"
Patna,2022,Renault,Kwid,Petrol,Manual,399000,1st owner,"EMI ₹7,801/m","₹7,801"
Patna,2022,Mahindra,XUV300,Petrol,Manual,796000,1st owner,"EMI ₹15,562/m","₹15,562"
Patna,2023,Maruti,New,Petrol,Manual,479000,1st owner,"EMI ₹9,365/m","₹9,365"
Patna,2021,Hyundai,Creta,Petrol,Manual,930000,1st owner,"EMI ₹17,702/m","₹17,702"
Patna,2019,Hyundai,Elite,Petrol,Manual,521000,1st owner,"EMI ₹10,182/m","₹10,182"
Patna,2023,Maruti,Alto,Petrol,Manual,436000,1st owner,"EMI ₹8,524/m","₹8,524"
Patna,2021,Mahindra,Thar,Petrol,Manual,1059000,1st owner,"EMI ₹20,159/m","₹20,159"
Patna,2021,KIA,SONET,Petrol,Auto,755000,1st owner,"EMI ₹14,760/m","₹14,760"
Patna,2016,Hyundai,Creta,Petrol,Manual,605000,1st owner,"EMI ₹11,828/m","₹11,828"
Surat,2015,Maruti,Wagon,Petrol,Manual,308000,1st owner,"EMI ₹6,854/m","₹6,854"
Surat,2023,Nissan,MAGNITE,Petrol,Manual,529000,1st owner,"EMI ₹10,341/m","₹10,341"
Surat,2017,Hyundai,Grand,Petrol,Manual,408000,1st owner,"EMI ₹7,980/m","₹7,980"
Surat,2023,Tata,NEXON,Petrol,Auto,990000,2nd owner,"EMI ₹18,847/m","₹18,847"
Surat,2018,Maruti,Ertiga,Diesel,Manual,690000,1st owner,"EMI ₹13,485/m","₹13,485"
Surat,2022,Maruti,IGNIS,Petrol,Manual,451000,1st owner,"EMI ₹8,808/m","₹8,808"
Surat,2018,Ford,Figo,CNG,Manual,328000,2nd owner,"EMI ₹6,408/m","₹6,408"
Surat,2019,Honda,WR-V,Petrol,Manual,545000,1st owner,"EMI ₹10,655/m","₹10,655"
Surat,2022,Skoda,KUSHAQ,Petrol,Auto,1242000,1st owner,"EMI ₹23,640/m","₹23,640"
Surat,2017,Hyundai,Creta,Petrol,Manual,635000,1st owner,"EMI ₹12,414/m","₹12,414"
Surat,2017,Volkswagen,Ameo,Petrol,Manual,339000,1st owner,"EMI ₹6,636/m","₹6,636"
Surat,2020,Mahindra,XUV300,Petrol,Manual,713000,1st owner,"EMI ₹13,937/m","₹13,937"
Surat,2023,Nissan,MAGNITE,Petrol,Manual,525000,1st owner,"EMI ₹10,264/m","₹10,264"
Surat,2020,Renault,TRIBER,Petrol,Manual,413999,1st owner,"EMI ₹8,094/m","₹8,094"
Surat,2018,Renault,Kwid,Petrol,Manual,244000,1st owner,"EMI ₹4,770/m","₹4,770"
Surat,2023,Maruti,JIMNY,Petrol,Manual,952999,1st owner,"EMI ₹18,145/m","₹18,145"
Surat,2019,Hyundai,Grand,CNG,Manual,408000,2nd owner,"EMI ₹7,976/m","₹7,976"
Surat,2021,Maruti,Vitara,Petrol,Manual,615000,2nd owner,"EMI ₹12,023/m","₹12,023"
Surat,2019,KIA,SELTOS,Petrol,Auto,999000,2nd owner,"EMI ₹19,022/m","₹19,022"
Surat,2022,Tata,Tiago,CNG,Manual,509999,1st owner,"EMI ₹9,971/m","₹9,971"
Vadodara,2019,Ford,Ecosport,Petrol,Manual,663000,2nd owner,"EMI ₹12,957/m","₹12,957"
Vadodara,2014,Maruti,Celerio,Petrol,Manual,246000,1st owner,"EMI ₹6,488/m","₹6,488"
Vadodara,2019,Tata,Tiago,Petrol,Manual,386000,1st owner,"EMI ₹7,548/m","₹7,548"
Vadodara,2019,Honda,Amaze,Petrol,Manual,457000,1st owner,"EMI ₹8,937/m","₹8,937"
Vadodara,2020,Maruti,Dzire,Petrol,Manual,551000,1st owner,"EMI ₹10,772/m","₹10,772"
Vadodara,2023,Hyundai,GRAND,Petrol,Manual,605000,1st owner,"EMI ₹11,828/m","₹11,828"
Vadodara,2018,Jeep,Compass,Petrol,Manual,697000,1st owner,"EMI ₹13,630/m","₹13,630"
Vadodara,2021,Hyundai,Creta,Petrol,Auto,1170000,2nd owner,"EMI ₹22,270/m","₹22,270"
Vadodara,2016,Maruti,Swift,Petrol,Manual,351000,1st owner,"EMI ₹6,862/m","₹6,862"
Vadodara,2021,Tata,NEXON,Petrol,Manual,657000,1st owner,"EMI ₹12,844/m","₹12,844"
Vadodara,2022,Maruti,Alto,Petrol,Manual,354000,1st owner,"EMI ₹6,915/m","₹6,915"
Vadodara,2020,KIA,SONET,Petrol,Auto,710000,1st owner,"EMI ₹13,881/m","₹13,881"
Vadodara,2017,Hyundai,Grand,Petrol,Manual,335000,2nd owner,"EMI ₹6,549/m","₹6,549"
Vadodara,2021,Skoda,KUSHAQ,Petrol,Manual,747000,2nd owner,"EMI ₹14,604/m","₹14,604"
Vadodara,2022,Hyundai,VENUE,Petrol,Manual,797000,1st owner,"EMI ₹15,585/m","₹15,585"
Vadodara,2019,Honda,City,Petrol,Manual,589000,1st owner,"EMI ₹11,521/m","₹11,521"
Vadodara,2021,Maruti,Vitara,Petrol,Manual,767000,1st owner,"EMI ₹14,995/m","₹14,995"
Vadodara,2020,Volkswagen,Polo,Petrol,Manual,480000,1st owner,"EMI ₹9,384/m","₹9,384"
Vadodara,2016,Ford,Ecosport,Petrol,Auto,446000,1st owner,"EMI ₹8,719/m","₹8,719"
Vadodara,2022,Tata,Tiago,Petrol,Manual,495000,1st owner,"EMI ₹9,677/m","₹9,677"
Agra,2012,Maruti,Swift,Diesel,Manual,248000,2nd owner,"EMI ₹21,993/m","₹21,993"
Agra,2018,Maruti,Wagon,Petrol,Manual,325000,1st owner,"EMI ₹6,354/m","₹6,354"
Agra,2021,Maruti,Swift,Petrol,Manual,540000,1st owner,"EMI ₹10,560/m","₹10,560"
Agra,2019,Renault,Kwid,Petrol,Manual,240000,1st owner,"EMI ₹4,692/m","₹4,692"
Agra,2017,Maruti,Vitara,Diesel,Manual,505000,1st owner,"EMI ₹9,873/m","₹9,873"
Agra,2023,Maruti,JIMNY,Petrol,Auto,1070000,1st owner,"EMI ₹20,366/m","₹20,366"
Agra,2022,Tata,ALTROZ,Diesel,Manual,678000,1st owner,"EMI ₹13,255/m","₹13,255"
Agra,2021,Renault,Kwid,Petrol,Manual,340000,1st owner,"EMI ₹6,647/m","₹6,647"
Agra,2024,Honda,ELEVATE,Petrol,Manual,1338000,1st owner,"EMI ₹25,473/m","₹25,473"
Agra,2022,Tata,TIGOR,CNG,Manual,594000,1st owner,"EMI ₹11,622/m","₹11,622"
Agra,2021,Tata,ALTROZ,Petrol,Manual,590000,1st owner,"EMI ₹11,535/m","₹11,535"
Agra,2022,Hyundai,AURA,CNG,Manual,611000,1st owner,"EMI ₹11,937/m","₹11,937"
Agra,2019,Renault,Kwid,Petrol,Manual,235000,2nd owner,"EMI ₹4,594/m","₹4,594"
Agra,2021,Maruti,Baleno,Petrol,Manual,570000,1st owner,"EMI ₹11,144/m","₹11,144"
Agra,2012,Honda,Brio,Petrol,Manual,179000,1st owner,"EMI ₹8,426/m","₹8,426"
Agra,2019,Maruti,S,Petrol,Manual,328000,1st owner,"EMI ₹6,417/m","₹6,417"
Agra,2014,Maruti,Wagon,Petrol,Manual,239000,1st owner,"EMI ₹6,294/m","₹6,294"
Agra,2016,Hyundai,Creta,Diesel,Manual,538000,2nd owner,"EMI ₹11,968/m","₹11,968"
Agra,2023,Volkswagen,VIRTUS,Petrol,Auto,1375000,1st owner,"EMI ₹26,172/m","₹26,172"
Agra,2021,Renault,Kiger,Petrol,Manual,585000,2nd owner,"EMI ₹11,437/m","₹11,437"
Ahmedabad,2022,Honda,City,Petrol,Manual,737000,1st owner,"EMI ₹14,408/m","₹14,408"
Ahmedabad,2016,Maruti,Baleno,Petrol,Manual,430999,1st owner,"EMI ₹8,417/m","₹8,417"
Ahmedabad,2020,Honda,Amaze,CNG,Manual,548000,1st owner,"EMI ₹10,722/m","₹10,722"
Ahmedabad,2017,Hyundai,Elite,CNG,Manual,534000,1st owner,"EMI ₹11,883/m","₹11,883"
Ahmedabad,2015,Hyundai,Xcent,Petrol,Manual,352000,1st owner,"EMI ₹7,839/m","₹7,839"
Ahmedabad,2021,Renault,TRIBER,Petrol,Auto,595000,1st owner,"EMI ₹11,623/m","₹11,623"
Ahmedabad,2023,Maruti,FRONX,CNG,Manual,825000,1st owner,"EMI ₹15,703/m","₹15,703"
Ahmedabad,2024,Hyundai,GRAND,Petrol,Manual,693000,1st owner,"EMI ₹13,550/m","₹13,550"
Ahmedabad,2015,Hyundai,Creta,Petrol,Manual,686000,1st owner,"EMI ₹15,258/m","₹15,258"
Ahmedabad,2022,Hyundai,Creta,Petrol,Manual,875000,1st owner,"EMI ₹16,655/m","₹16,655"
Ahmedabad,2023,Maruti,Alto,Petrol,Manual,438999,2nd owner,"EMI ₹8,579/m","₹8,579"
Ahmedabad,2018,Renault,Kwid,Petrol,Manual,218000,1st owner,"EMI ₹4,845/m","₹4,845"
Ahmedabad,2019,Hyundai,Grand,CNG,Manual,438999,2nd owner,"EMI ₹8,589/m","₹8,589"
Ahmedabad,2019,Maruti,Alto,CNG,Manual,340000,1st owner,"EMI ₹6,651/m","₹6,651"
Ahmedabad,2017,Hyundai,Eon,CNG,Manual,195000,3rd owner,"EMI ₹4,338/m","₹4,338"
Ahmedabad,2023,Skoda,SLAVIA,Petrol,Manual,918000,1st owner,"EMI ₹17,470/m","₹17,470"
Ahmedabad,2024,Tata,ALTROZ,Petrol,Manual,1054000,1st owner,"EMI ₹20,059/m","₹20,059"
Ahmedabad,2022,Maruti,Vitara,Petrol,Manual,847000,1st owner,"EMI ₹16,121/m","₹16,121"
Ahmedabad,2021,Maruti,Ertiga,CNG,Manual,880000,1st owner,"EMI ₹16,750/m","₹16,750"
Ahmedabad,2022,Skoda,KUSHAQ,Petrol,Manual,940000,1st owner,"EMI ₹17,886/m","₹17,886"
Jaipur,2016,Maruti,Wagon,Petrol,Manual,316000,2nd owner,"EMI ₹6,169/m","₹6,169"
Jaipur,2017,Renault,Kwid,Petrol,Manual,219000,1st owner,"EMI ₹4,284/m","₹4,284"
Jaipur,2021,Nissan,MAGNITE,Petrol,Manual,440000,2nd owner,"EMI ₹8,603/m","₹8,603"
Jaipur,2021,Nissan,MAGNITE,Petrol,Manual,538000,1st owner,"EMI ₹10,516/m","₹10,516"
Jaipur,2022,Mahindra,Bolero,Diesel,Manual,900000,1st owner,"EMI ₹17,131/m","₹17,131"
Jaipur,2021,Tata,NEXON,Petrol,Manual,863000,1st owner,"EMI ₹16,419/m","₹16,419"
Jaipur,2019,Ford,Ecosport,Diesel,Manual,660000,1st owner,"EMI ₹12,903/m","₹12,903"
Jaipur,2023,Maruti,Swift,Petrol,Manual,697000,1st owner,"EMI ₹13,628/m","₹13,628"
Jaipur,2022,Nissan,MAGNITE,Petrol,Manual,552000,1st owner,"EMI ₹10,792/m","₹10,792"
Jaipur,2017,Maruti,Vitara,Diesel,Manual,599000,1st owner,"EMI ₹11,711/m","₹11,711"
Jaipur,2020,Honda,Amaze,Petrol,Manual,501999,1st owner,"EMI ₹9,814/m","₹9,814"
Jaipur,2021,Maruti,Vitara,Petrol,Manual,677000,2nd owner,"EMI ₹13,235/m","₹13,235"
Jaipur,2018,Maruti,Baleno,Diesel,Manual,470000,2nd owner,"EMI ₹9,189/m","₹9,189"
Jaipur,2020,Maruti,Celerio,Petrol,Manual,397000,1st owner,"EMI ₹7,761/m","₹7,761"
Jaipur,2020,Hyundai,GRAND,Petrol,Manual,480999,1st owner,"EMI ₹9,404/m","₹9,404"
Jaipur,2019,Hyundai,Creta,Diesel,Manual,990000,1st owner,"EMI ₹18,844/m","₹18,844"
Jaipur,2023,Tata,PUNCH,Petrol,Auto,630000,1st owner,"EMI ₹12,313/m","₹12,313"
Jaipur,2021,Tata,NEXON,Petrol,Manual,577000,1st owner,"EMI ₹11,280/m","₹11,280"
Jaipur,2015,Maruti,Wagon,Petrol,Manual,271000,1st owner,"EMI ₹6,028/m","₹6,028"
Jaipur,2024,Maruti,Alto,CNG,Manual,552000,1st owner,"EMI ₹10,792/m","₹10,792"
Amritsar,2022,Mahindra,Thar,Diesel,Auto,1600000,1st owner,"EMI ₹30,455/m","₹30,455"
Amritsar,2015,Hyundai,Grand,Diesel,Manual,184000,1st owner,"EMI ₹4,845/m","₹4,845"
Amritsar,2012,Hyundai,i10,Petrol,Manual,229999,1st owner,"EMI ₹10,827/m","₹10,827"
Amritsar,2009,Hyundai,i10,Petrol,Manual,245000,2nd owner,,₹2.45 lakh
Amritsar,2017,Toyota,Innova,Diesel,Manual,1224000,2nd owner,"EMI ₹26,613/m","₹26,613"
Amritsar,2022,Tata,Safari,Diesel,Auto,1400000,1st owner,"EMI ₹26,648/m","₹26,648"
Amritsar,2014,Maruti,Swift,Diesel,Manual,430999,2nd owner,"EMI ₹14,302/m","₹14,302"
Amritsar,2015,Honda,Jazz,Petrol,Auto,225000,2nd owner,"EMI ₹5,005/m","₹5,005"
Amritsar,2010,Maruti,Alto,Petrol,Manual,50000,3rd owner,,₹0.60L
Amritsar,2018,Honda,Amaze,Petrol,Manual,550000,1st owner,"EMI ₹10,753/m","₹10,753"
Amritsar,2013,Renault,Duster,Diesel,Manual,214000,3rd owner,"EMI ₹10,074/m","₹10,074"
Amritsar,2017,Hyundai,Elite,Petrol,Manual,525000,2nd owner,"EMI ₹10,264/m","₹10,264"
Amritsar,2016,Maruti,Wagon,Petrol,Manual,290000,2nd owner,"EMI ₹5,670/m","₹5,670"
Amritsar,2013,Toyota,Etios,Diesel,Manual,325000,2nd owner,"EMI ₹15,299/m","₹15,299"
Amritsar,2019,Renault,Kwid,Petrol,Manual,300000,2nd owner,"EMI ₹5,865/m","₹5,865"
Amritsar,2018,Maruti,Swift,Diesel,Manual,625000,1st owner,"EMI ₹12,219/m","₹12,219"
Amritsar,2011,Skoda,Laura,Diesel,Auto,225000,1st owner,,₹2.25 lakh
