City,Year,Brand,Model,Fuel_Type,Transmission,KM_Driven,Owner,EMI_Price,Price
Amritsar,2015,Hyundai,Elite,Petrol,Manual,480000,1st owner,"EMI ₹10,677/m","₹10,677"
Amritsar,2013,Honda,Brio,Petrol,Manual,260000,2nd owner,"EMI ₹8,636/m","₹8,636"
Amritsar,2011,Toyota,Corolla,Diesel,Manual,315000,1st owner,,₹3.15 lakh
Trivandrum,2011,Maruti,Ritz,Petrol,Manual,229999,2nd owner,"EMI ₹20,435/m","₹20,435"
Trivandrum,2012,Hyundai,Eon,Petrol,Manual,133000,3rd owner,"EMI ₹6,261/m","₹6,261"
Trivandrum,2010,Tata,Manza,Petrol,Manual,80000,1st owner,,₹0.91L
Trivandrum,2010,Tata,Safari,Diesel,Manual,110000,2nd owner,,₹1.30L
Trivandrum,2012,Mahindra,Bolero,Diesel,Manual,335000,1st owner,"EMI ₹29,764/m","₹29,764"
Trivandrum,2010,Maruti,Alto,Petrol,Manual,145000,3rd owner,,₹1.45 lakh
Trivandrum,2017,Honda,Jazz,Petrol,Manual,475000,1st owner,"EMI ₹9,286/m","₹9,286"
Trivandrum,2020,Tata,ALTROZ,Petrol,Manual,600000,2nd owner,"EMI ₹11,730/m","₹11,730"
Trivandrum,2023,KIA,CARENS,Diesel,Manual,1863000,1st owner,"EMI ₹35,460/m","₹35,460"
Trivandrum,2016,Ford,New,Petrol,Manual,363000,1st owner,"EMI ₹8,075/m","₹8,075"
Trivandrum,2019,Hyundai,Elite,Petrol,Manual,550000,1st owner,"EMI ₹10,753/m","₹10,753"
Trivandrum,2020,Tata,ALTROZ,Petrol,Manual,637000,2nd owner,"EMI ₹12,453/m","₹12,453"
Trivandrum,2011,Maruti,Eeco,Petrol,Manual,120000,1st owner,"EMI ₹10,662/m","₹10,662"
Trivandrum,2014,Skoda,Rapid,Diesel,Manual,298000,2nd owner,"EMI ₹9,898/m","₹9,898"
Trivandrum,2020,Tata,TIGOR,Petrol,Auto,520000,1st owner,"EMI ₹10,166/m","₹10,166"
Trivandrum,2017,Maruti,Ciaz,Diesel,Manual,757000,1st owner,"EMI ₹14,799/m","₹14,799"
Trivandrum,2018,Maruti,Alto,Petrol,Auto,360000,2nd owner,"EMI ₹7,038/m","₹7,038"
Trivandrum,2011,Chevrolet,Beat,Diesel,Manual,118000,1st owner,,₹1.18 lakh
Trivandrum,2023,Maruti,XL6,Petrol,Auto,1400000,1st owner,"EMI ₹26,648/m","₹26,648"
Trivandrum,2010,Chevrolet,Spark,Petrol,Manual,70000,5th owner,,₹0.70 lakh
Bhubaneswar,2008,Hyundai,i10,Petrol,Manual,185000,1st owner,,₹1.85 lakh
Bhubaneswar,2014,Mahindra,Scorpio,Diesel,Manual,400000,3rd owner,"EMI ₹13,286/m","₹13,286"
Bhubaneswar,2011,Ford,Figo,Diesel,Manual,235000,1st owner,,₹2.35 lakh
Bhubaneswar,2017,Maruti,Wagon,Petrol,Manual,407000,2nd owner,"EMI ₹7,957/m","₹7,957"
Bhubaneswar,2015,Volkswagen,Polo,Diesel,Manual,170000,4th owner,"EMI ₹4,477/m","₹4,477"
Bhubaneswar,2014,Nissan,Terrano,Diesel,Manual,252000,1st owner,"EMI ₹8,370/m","₹8,370"
Bhubaneswar,2009,Maruti,Alto,Petrol,Manual,100000,3rd owner,,₹1.00 lakh
Bhubaneswar,2020,Honda,Amaze,Petrol,Manual,580000,2nd owner,"EMI ₹11,339/m","₹11,339"
Bhubaneswar,2019,MG,HECTOR,Petrol,Auto,900000,1st owner,"EMI ₹19,568/m","₹19,568"
Bhubaneswar,2015,Ford,Figo,Petrol,Auto,282000,1st owner,"EMI ₹6,273/m","₹6,273"
Bhubaneswar,2016,Maruti,Vitara,Diesel,Manual,660000,1st owner,"EMI ₹14,681/m","₹14,681"
Bhubaneswar,2019,Hyundai,NEW,Petrol,Auto,500000,1st owner,"EMI ₹9,775/m","₹9,775"
Bhubaneswar,2017,Maruti,Vitara,Diesel,Manual,750000,1st owner,"EMI ₹14,663/m","₹14,663"
Bhubaneswar,2020,KIA,SELTOS,Petrol,Manual,850000,1st owner,"EMI ₹18,481/m","₹18,481"
Bhubaneswar,2019,Honda,City,Diesel,Manual,670000,1st owner,"EMI ₹13,099/m","₹13,099"
Bhubaneswar,2017,Mahindra,TUV300,Diesel,Manual,550000,1st owner,"EMI ₹10,753/m","₹10,753"
Bhubaneswar,2012,Honda,Brio,Petrol,Manual,175000,3rd owner,"EMI ₹8,238/m","₹8,238"
Bhubaneswar,2017,Ford,Ecosport,Diesel,Manual,390000,2nd owner,"EMI ₹8,675/m","₹8,675"
Bhubaneswar,2018,Honda,Amaze,Diesel,Manual,475000,2nd owner,"EMI ₹9,286/m","₹9,286"
Bhubaneswar,2018,Maruti,Swift,Petrol,Auto,625000,1st owner,"EMI ₹12,219/m","₹12,219"
Dehradun,2019,Hyundai,Elite,CNG,Manual,525000,1st owner,"EMI ₹11,678/m","₹11,678"
Dehradun,2021,Hyundai,VENUE,Petrol,Manual,750000,1st owner,"EMI ₹14,663/m","₹14,663"
Dehradun,2023,Mahindra,XUV300,Diesel,Manual,1090000,1st owner,"EMI ₹20,747/m","₹20,747"
Dehradun,2018,Maruti,Alto,Petrol,Auto,375000,1st owner,"EMI ₹7,331/m","₹7,331"
Dehradun,2017,Tata,NEXON,Diesel,Manual,540000,1st owner,"EMI ₹12,012/m","₹12,012"
Dehradun,2021,Hyundai,Creta,Petrol,Manual,950000,1st owner,"EMI ₹18,082/m","₹18,082"
Dehradun,2022,Maruti,XL6,Petrol,Manual,994999,1st owner,"EMI ₹18,939/m","₹18,939"
Dehradun,2020,Tata,Tiago,Petrol,Manual,525000,1st owner,"EMI ₹10,264/m","₹10,264"
Dehradun,2020,Renault,Kwid,Petrol,Manual,420000,1st owner,"EMI ₹8,211/m","₹8,211"
Dehradun,2016,Hyundai,Elite,Petrol,Manual,450000,2nd owner,"EMI ₹8,798/m","₹8,798"
Dehradun,2023,Maruti,Alto,Petrol,Manual,457000,1st owner,"EMI ₹8,934/m","₹8,934"
Dehradun,2022,Mahindra,Thar,Diesel,Manual,1500000,1st owner,"EMI ₹28,551/m","₹28,551"
Dehradun,2016,Nissan,Micra,Petrol,Manual,172000,4th owner,"EMI ₹3,819/m","₹3,819"
Dehradun,2018,Maruti,Ciaz,Petrol,Manual,620000,1st owner,"EMI ₹12,121/m","₹12,121"
Dehradun,2013,Renault,Duster,Diesel,Manual,252999,3rd owner,"EMI ₹11,910/m","₹11,910"
Dehradun,2015,Maruti,Alto,Petrol,Manual,144000,3rd owner,"EMI ₹3,203/m","₹3,203"
Dehradun,2016,Maruti,Swift,Diesel,Manual,270000,3rd owner,"EMI ₹6,006/m","₹6,006"
Dehradun,2021,Tata,Harrier,Diesel,Manual,1521000,1st owner,"EMI ₹28,942/m","₹28,942"
Dehradun,2021,Hyundai,Creta,Petrol,Auto,1250000,1st owner,"EMI ₹23,793/m","₹23,793"
Dehradun,2013,Hyundai,i20,Diesel,Manual,246000,3rd owner,"EMI ₹11,580/m","₹11,580"
Bhopal,2017,Renault,Kwid,Petrol,Manual,227999,2nd owner,"EMI ₹4,457/m","₹4,457"
Bhopal,2014,Maruti,Alto,Petrol,Manual,340000,1st owner,"EMI ₹8,954/m","₹8,954"
Bhopal,2011,Hyundai,i20,Petrol,Manual,140000,2nd owner,"EMI ₹12,439/m","₹12,439"
Bhopal,2023,KIA,CARENS,Petrol,Manual,1036000,1st owner,"EMI ₹19,719/m","₹19,719"
Bhopal,2023,Hyundai,GRAND,Petrol,Auto,650000,1st owner,"EMI ₹12,708/m","₹12,708"
Bhopal,2016,Tata,Zest,Diesel,Manual,169000,2nd owner,"EMI ₹3,751/m","₹3,751"
Bhopal,2022,Maruti,Alto,Petrol,Manual,377000,1st owner,"EMI ₹7,370/m","₹7,370"
Bhopal,2023,Tata,Tiago,Petrol,Manual,500000,1st owner,"EMI ₹9,775/m","₹9,775"
Bhopal,2012,Hyundai,i20,Petrol,Manual,225999,1st owner,"EMI ₹10,639/m","₹10,639"
Bhopal,2020,Ford,Ecosport,Petrol,Manual,700000,1st owner,"EMI ₹13,685/m","₹13,685"
Bhopal,2013,Ford,Figo,Diesel,Manual,225000,2nd owner,"EMI ₹10,596/m","₹10,596"
Bhopal,2024,Maruti,FRONX,Petrol,Manual,686000,1st owner,"EMI ₹13,411/m","₹13,411"
Bhopal,2014,Maruti,Wagon,Petrol,Manual,331000,1st owner,"EMI ₹8,712/m","₹8,712"
Bhopal,2017,Maruti,Alto,Petrol,Auto,250000,1st owner,"EMI ₹4,888/m","₹4,888"
Bhopal,2017,Maruti,Wagon,Petrol,Manual,235000,1st owner,"EMI ₹4,594/m","₹4,594"
Bhopal,2018,Jeep,Compass,Petrol,Auto,750000,1st owner,"EMI ₹14,663/m","₹14,663"
Bhopal,2015,Tata,Nano,Petrol,Auto,218000,2nd owner,"EMI ₹4,849/m","₹4,849"
Bhopal,2015,Tata,Indigo,Diesel,Manual,164000,1st owner,"EMI ₹4,319/m","₹4,319"
Bhopal,2019,Maruti,Swift,Petrol,Manual,476999,1st owner,"EMI ₹9,325/m","₹9,325"
Bhopal,2012,Ford,Figo,Diesel,Manual,105000,1st owner,"EMI ₹9,329/m","₹9,329"
