City,Year,Brand,Model,Fuel_Type,Transmission,KM_Driven,Owner,EMI_Price,Price,KM_Representation,Car_Age,Price_per_KM,Price_Category
Lucknow,2016,Maruti,Baleno,Petrol,Manual,362000.0,1St Owner,7077.0,7077.0,L,9,0.02,Budget
Lucknow,2022,Hyundai,Venue,Petrol,Manual,635000.0,2Nd Owner,12414.0,12414.0,L,3,0.02,Budget
Lucknow,2022,Tata,Punch,Petrol,Manual,530000.0,1St Owner,10362.0,10362.0,L,3,0.02,Budget
Lucknow,2014,Honda,Amaze,Petrol,Manual,292000.0,1St Owner,7689.0,7689.0,L,11,0.03,Budget
Lucknow,2024,Hyundai,Creta,Petrol,Manual,1521000.0,1St Owner,28957.0,28957.0,L,1,0.02,Budget
Lucknow,2021,Maruti,Swift,Petrol,Auto,549000.0,2Nd Owner,10733.0,10733.0,L,4,0.02,Budget
Lucknow,2018,Maruti,Vitara,Diesel,Manual,519000.0,2Nd Owner,10152.0,10152.0,L,7,0.02,Budget
Lucknow,2014,Maruti,Swift,Petrol,Manual,320000.0,2Nd Owner,8427.0,8427.0,L,11,0.03,Budget
Lucknow,2018,Maruti,Vitara,Diesel,Manual,474000.0,2Nd Owner,9267.0,9267.0,L,7,0.02,Budget
Lucknow,2020,Tata,Nexon,Petrol,Auto,519000.0,2Nd Owner,10147.0,10147.0,L,5,0.02,Budget
Lucknow,2017,Hyundai,Xcent,Petrol,Manual,353000.0,1St Owner,6901.0,6901.0,L,8,0.02,Budget
Lucknow,2017,Maruti,Ciaz,Diesel,Manual,401000.0,1St Owner,7847.0,7847.0,L,8,0.02,Budget
Lucknow,2022,Hyundai,Creta,Diesel,Manual,1090000.0,2Nd Owner,20747.0,20747.0,L,3,0.02,Budget
Lucknow,2019,Renault,Kwid,Petrol,Manual,264000.0,1St Owner,5161.0,5161.0,L,6,0.02,Budget
Lucknow,2023,Hyundai,New,Petrol,Manual,860000.0,1St Owner,16372.0,16372.0,L,2,0.02,Budget
Lucknow,2023,Maruti,Alto,Petrol,Manual,358000.0,1St Owner,6999.0,6999.0,L,2,0.02,Budget
Gurgaon,2022,Tata,Safari,Diesel,Manual,1444000.0,1St Owner,27489.0,27489.0,L,3,0.02,Budget
Gurgaon,2023,Skoda,Kushaq,Petrol,Auto,1087000.0,1St Owner,20690.0,20690.0,L,2,0.02,Budget
Gurgaon,2015,Hyundai,Eon,Petrol,Manual,190000.0,2Nd Owner,4226.0,4226.0,L,10,0.02,Budget
Gurgaon,2020,Tata,Altroz,Petrol,Manual,432000.0,1St Owner,8446.0,8446.0,L,5,0.02,Budget
Gurgaon,2021,Honda,City,Petrol,Manual,701000.0,1St Owner,13705.0,13705.0,L,4,0.02,Budget
Gurgaon,2023,Nissan,Magnite,Petrol,Manual,508000.0,1St Owner,9931.0,9931.0,L,2,0.02,Budget
Gurgaon,2024,Hyundai,Verna,Petrol,Manual,1243000.0,1St Owner,23659.0,23659.0,L,1,0.02,Budget
Gurgaon,2019,Mahindra,Xuv500,Diesel,Manual,656000.0,1St Owner,17273.0,17273.0,L,6,0.03,Budget
Gurgaon,2020,Tata,Altroz,Cng,Manual,451999.0,1St Owner,8835.0,8835.0,L,5,0.02,Budget
Gurgaon,2021,Kia,Sonet,Petrol,Manual,641000.0,1St Owner,12532.0,12532.0,L,4,0.02,Budget
Gurgaon,2019,Hyundai,Creta,Petrol,Auto,877999.0,1St Owner,16712.0,16712.0,L,6,0.02,Budget
Gurgaon,2022,Tata,Altroz,Petrol,Manual,500000.0,1St Owner,9779.0,9779.0,L,3,0.02,Budget
Gurgaon,2016,Ford,Ecosport,Petrol,Manual,398000.0,1St Owner,7789.0,7789.0,L,9,0.02,Budget
Gurgaon,2022,Mg,Astor,Petrol,Manual,861999.0,1St Owner,16407.0,16407.0,L,3,0.02,Budget
Gurgaon,2019,Hyundai,New,Petrol,Manual,785000.0,2Nd Owner,15347.0,15347.0,L,6,0.02,Budget
Gurgaon,2023,Skoda,Slavia,Petrol,Manual,872000.0,1St Owner,16598.0,16598.0,L,2,0.02,Budget
Gurgaon,2024,Maruti,Ignis,Petrol,Manual,486000.0,1St Owner,9501.0,9501.0,L,1,0.02,Budget
Gurgaon,2019,Mahindra,Scorpio,Diesel,Manual,1053000.0,1St Owner,27215.0,27215.0,L,6,0.03,Budget
Gurgaon,2022,Tata,Altroz,Petrol,Manual,610000.0,1St Owner,11926.0,11926.0,L,3,0.02,Budget
Gurgaon,2024,Volkswagen,Taigun,Petrol,Manual,1034000.0,1St Owner,19681.0,19681.0,L,1,0.02,Budget
Gurgaon,2020,Mg,Hector,Petrol,Manual,1051000.0,2Nd Owner,20009.0,20009.0,L,5,0.02,Budget
Gurgaon,2017,Hyundai,I20,Petrol,Manual,490000.0,1St Owner,9575.0,9575.0,L,8,0.02,Budget
Gurgaon,2023,Mahindra,Xuv700,Petrol,Auto,1395000.0,1St Owner,26553.0,26553.0,L,2,0.02,Budget
Gurgaon,2022,Maruti,Alto,Petrol,Manual,350000.0,1St Owner,6843.0,6843.0,L,3,0.02,Budget
Gurgaon,2022,Tata,Safari,Diesel,Manual,1563000.0,1St Owner,29755.0,29755.0,L,3,0.02,Budget
Gurgaon,2023,Mahindra,Xuv300,Petrol,Manual,688000.0,1St Owner,13459.0,13459.0,L,2,0.02,Budget
Gurgaon,2023,Volkswagen,Virtus,Petrol,Manual,1060000.0,1St Owner,20176.0,20176.0,L,2,0.02,Budget
Gurgaon,2020,Tata,Altroz,Petrol,Manual,476000.0,1St Owner,9306.0,9306.0,L,5,0.02,Budget
Gurgaon,2021,Mg,Hector,Petrol,Manual,968000.0,1St Owner,18426.0,18426.0,L,4,0.02,Budget
Gurgaon,2020,Maruti,Baleno,Petrol,Manual,484999.0,1St Owner,9482.0,9482.0,L,5,0.02,Budget
Gurgaon,2018,Datsun,Go,Petrol,Manual,215000.0,2Nd Owner,4203.0,4203.0,L,7,0.02,Budget
Gurgaon,2022,Mahindra,Xuv700,Petrol,Auto,2050000.0,1St Owner,39020.0,39020.0,L,3,0.02,Budget
Gurgaon,2022,Maruti,New,Cng,Manual,535000.0,1St Owner,10459.0,10459.0,L,3,0.02,Budget
Gurgaon,2019,Maruti,Baleno,Petrol,Manual,349000.0,2Nd Owner,6827.0,6827.0,L,6,0.02,Budget
Gurgaon,2022,Maruti,New,Cng,Manual,532000.0,1St Owner,10403.0,10403.0,L,3,0.02,Budget
Gurgaon,2020,Tata,Altroz,Petrol,Manual,484999.0,1St Owner,9479.0,9479.0,L,5,0.02,Budget
Gurgaon,2023,Maruti,Baleno,Petrol,Manual,569000.0,1St Owner,11124.0,11124.0,L,2,0.02,Budget
Gurgaon,2024,Tata,Curvv,Petrol,Manual,1125000.0,1St Owner,21413.0,21413.0,L,1,0.02,Budget
Gurgaon,2023,Tata,Nexon,Petrol,Manual,759000.0,1St Owner,14836.0,14836.0,L,2,0.02,Budget
Gurgaon,2022,Kia,Sonet,Diesel,Manual,834000.0,1St Owner,15878.0,15878.0,L,3,0.02,Budget
Ghaziabad,2018,Datsun,Go,Petrol,Manual,215000.0,2Nd Owner,4203.0,4203.0,L,7,0.02,Budget
Ghaziabad,2024,Nissan,Magnite,Petrol,Auto,684000.0,1St Owner,13365.0,13365.0,L,1,0.02,Budget
Ghaziabad,2023,Mahindra,Xuv300,Petrol,Manual,688000.0,1St Owner,13459.0,13459.0,L,2,0.02,Budget
Ghaziabad,2017,Maruti,Dzire,Petrol,Manual,384000.0,2Nd Owner,7510.0,7510.0,L,8,0.02,Budget
Ghaziabad,2021,Maruti,Baleno,Petrol,Manual,469000.0,1St Owner,10422.0,10422.0,L,4,0.02,Budget
Ghaziabad,2017,Hyundai,Creta,Petrol,Manual,566000.0,1St Owner,11065.0,11065.0,L,8,0.02,Budget
Ghaziabad,2015,Maruti,Ciaz,Petrol,Manual,422000.0,1St Owner,9396.0,9396.0,L,10,0.02,Budget
Ghaziabad,2022,Kia,Sonet,Diesel,Manual,834000.0,1St Owner,15878.0,15878.0,L,3,0.02,Budget
Ghaziabad,2016,Ford,Ecosport,Petrol,Auto,398000.0,2Nd Owner,7789.0,7789.0,L,9,0.02,Budget
Ghaziabad,2022,Tata,Nexon,Petrol,Manual,598000.0,1St Owner,11691.0,11691.0,L,3,0.02,Budget
Ghaziabad,2020,Maruti,Vitara,Petrol,Manual,581000.0,1St Owner,11359.0,11359.0,L,5,0.02,Budget
Ghaziabad,2017,Honda,Wr-V,Petrol,Manual,438999.0,1St Owner,8578.0,8578.0,L,8,0.02,Budget
Ghaziabad,2017,Hyundai,Creta,Petrol,Manual,582000.0,1St Owner,11378.0,11378.0,L,8,0.02,Budget
Ghaziabad,2024,Tata,Altroz,Cng,Manual,697000.0,1St Owner,13626.0,13626.0,L,1,0.02,Budget
Ghaziabad,2018,Hyundai,Grand,Petrol,Manual,328000.0,1St Owner,6410.0,6410.0,L,7,0.02,Budget
Ghaziabad,2016,Ford,Ecosport,Petrol,Manual,362000.0,2Nd Owner,7077.0,7077.0,L,9,0.02,Budget
Ghaziabad,2019,Ford,Ecosport,Petrol,Manual,550000.0,1St Owner,10752.0,10752.0,L,6,0.02,Budget
Ghaziabad,2022,Maruti,Baleno,Petrol,Manual,578000.0,1St Owner,11304.0,11304.0,L,3,0.02,Budget
Ghaziabad,2013,Hyundai,I10,Petrol,Manual,195000.0,1St Owner,6473.0,6473.0,L,12,0.03,Budget
Ghaziabad,2024,Honda,Amaze,Petrol,Auto,788000.0,1St Owner,15406.0,15406.0,L,1,0.02,Budget
Ghaziabad,2020,Mg,Hector,Petrol,Manual,1051000.0,2Nd Owner,20009.0,20009.0,L,5,0.02,Budget
Ghaziabad,2022,Tata,Safari,Diesel,Manual,1563000.0,1St Owner,29755.0,29755.0,L,3,0.02,Budget
Ghaziabad,2022,Tata,Safari,Diesel,Manual,1444000.0,1St Owner,27489.0,27489.0,L,3,0.02,Budget
Ghaziabad,2022,Maruti,Alto,Petrol,Manual,350000.0,1St Owner,6843.0,6843.0,L,3,0.02,Budget
Ghaziabad,2022,Mahindra,Xuv700,Petrol,Auto,2050000.0,1St Owner,39020.0,39020.0,L,3,0.02,Budget
Ghaziabad,2021,Mg,Hector,Petrol,Manual,968000.0,1St Owner,18426.0,18426.0,L,4,0.02,Budget
Ghaziabad,2021,Maruti,Baleno,Petrol,Manual,509000.0,1St Owner,9947.0,9947.0,L,4,0.02,Budget
Ghaziabad,2019,Maruti,Baleno,Petrol,Manual,349000.0,2Nd Owner,6827.0,6827.0,L,6,0.02,Budget
Ghaziabad,2023,Volkswagen,Virtus,Petrol,Manual,1060000.0,1St Owner,20176.0,20176.0,L,2,0.02,Budget
Ghaziabad,2023,Tata,Nexon,Petrol,Manual,759000.0,1St Owner,14836.0,14836.0,L,2,0.02,Budget
Ghaziabad,2018,Honda,City,Petrol,Manual,708000.0,1St Owner,13834.0,13834.0,L,7,0.02,Budget
Ghaziabad,2024,Volkswagen,Taigun,Petrol,Manual,985000.0,1St Owner,18749.0,18749.0,L,1,0.02,Budget
Ghaziabad,2023,Mahindra,Xuv700,Petrol,Auto,1395000.0,1St Owner,26553.0,26553.0,L,2,0.02,Budget
Ghaziabad,2021,Honda,City,Petrol,Manual,701000.0,1St Owner,13705.0,13705.0,L,4,0.02,Budget
Ghaziabad,2024,Tata,Tigor,Cng,Auto,876000.0,1St Owner,16678.0,16678.0,L,1,0.02,Budget
Ghaziabad,2019,Hyundai,New,Petrol,Manual,785000.0,2Nd Owner,15347.0,15347.0,L,6,0.02,Budget
Ghaziabad,2024,Tata,Curvv,Petrol,Manual,1125000.0,1St Owner,21413.0,21413.0,L,1,0.02,Budget
Ghaziabad,2019,Honda,Amaze,Cng,Manual,520000.0,1St Owner,10167.0,10167.0,L,6,0.02,Budget
Ghaziabad,2017,Honda,City,Petrol,Manual,465000.0,2Nd Owner,9091.0,9091.0,L,8,0.02,Budget
Ghaziabad,2016,Ford,Ecosport,Petrol,Manual,398000.0,1St Owner,7789.0,7789.0,L,9,0.02,Budget
Kolkata,2013,Maruti,Alto,Petrol,Manual,127000.0,1St Owner,4218.0,4218.0,L,12,0.03,Budget
Kolkata,2021,Hyundai,Verna,Petrol,Manual,735000.0,1St Owner,14369.0,14369.0,L,4,0.02,Budget
Kolkata,2016,Maruti,Wagon,Petrol,Manual,262000.0,1St Owner,5118.0,5118.0,L,9,0.02,Budget
Kolkata,2021,Renault,Kwid,Petrol,Manual,369000.0,1St Owner,7218.0,7218.0,L,4,0.02,Budget
Kolkata,2024,Honda,Amaze,Petrol,Auto,836999.0,1St Owner,15931.0,15931.0,L,1,0.02,Budget
Kolkata,2015,Hyundai,Grand,Petrol,Manual,252999.0,1St Owner,5628.0,5628.0,L,10,0.02,Budget
Kolkata,2020,Maruti,S,Petrol,Manual,291000.0,1St Owner,5689.0,5689.0,L,5,0.02,Budget
Kolkata,2015,Honda,City,Petrol,Manual,316000.0,1St Owner,7034.0,7034.0,L,10,0.02,Budget
Kolkata,2021,Hyundai,Verna,Petrol,Auto,1106000.0,1St Owner,21044.0,21044.0,L,4,0.02,Budget
Kolkata,2021,Hyundai,New,Petrol,Manual,355000.0,1St Owner,6940.0,6940.0,L,4,0.02,Budget
Kolkata,2015,Maruti,Swift,Petrol,Manual,294000.0,1St Owner,6540.0,6540.0,L,10,0.02,Budget
Kolkata,2016,Maruti,Ciaz,Petrol,Manual,353000.0,1St Owner,6901.0,6901.0,L,9,0.02,Budget
Kolkata,2014,Maruti,Ritz,Petrol,Manual,180000.0,1St Owner,4740.0,4740.0,L,11,0.03,Budget
Kolkata,2013,Hyundai,I20,Petrol,Manual,204999.0,1St Owner,6809.0,6809.0,L,12,0.03,Budget
Kolkata,2017,Volkswagen,Ameo,Petrol,Manual,303000.0,2Nd Owner,5928.0,5928.0,L,8,0.02,Budget
Kolkata,2017,Maruti,Swift,Petrol,Manual,351000.0,1St Owner,6862.0,6862.0,L,8,0.02,Budget
Kolkata,2022,Mahindra,Thar,Diesel,Manual,1019999.0,1St Owner,19415.0,19415.0,L,3,0.02,Budget
Kolkata,2023,Tata,Nexon,Petrol,Manual,894999.0,1St Owner,17036.0,17036.0,L,2,0.02,Budget
Kolkata,2016,Datsun,Go,Petrol,Manual,204000.0,2Nd Owner,3997.0,3997.0,L,9,0.02,Budget
Kolkata,2014,Toyota,Etios,Petrol,Manual,214000.0,2Nd Owner,5639.0,5639.0,L,11,0.03,Budget
Coimbatore,2020,Tata,Tiago,Petrol,Manual,356000.0,1St Owner,6960.0,6960.0,L,5,0.02,Budget
Coimbatore,2015,Honda,City,Petrol,Auto,581000.0,2Nd Owner,12917.0,12917.0,L,10,0.02,Budget
Coimbatore,2019,Ford,Ecosport,Diesel,Manual,689000.0,2Nd Owner,15319.0,15319.0,L,6,0.02,Budget
Coimbatore,2017,Skoda,Rapid,Diesel,Auto,628000.0,2Nd Owner,12278.0,12278.0,L,8,0.02,Budget
Coimbatore,2018,Honda,Jazz,Petrol,Manual,572000.0,1St Owner,11184.0,11184.0,L,7,0.02,Budget
Coimbatore,2022,Maruti,New,Petrol,Manual,478000.0,1St Owner,9345.0,9345.0,L,3,0.02,Budget
Coimbatore,2023,Nissan,Magnite,Petrol,Auto,673000.0,1St Owner,13157.0,13157.0,L,2,0.02,Budget
Coimbatore,2022,Toyota,Urban,Petrol,Auto,762000.0,1St Owner,14897.0,14897.0,L,3,0.02,Budget
Coimbatore,2017,Honda,City,Petrol,Manual,609000.0,1St Owner,11906.0,11906.0,L,8,0.02,Budget
Coimbatore,2018,Maruti,Dzire,Petrol,Manual,672000.0,1St Owner,13131.0,13131.0,L,7,0.02,Budget
Coimbatore,2015,Nissan,Micra,Petrol,Manual,275000.0,1St Owner,6117.0,6117.0,L,10,0.02,Budget
Coimbatore,2022,Maruti,New,Petrol,Manual,476999.0,1St Owner,9325.0,9325.0,L,3,0.02,Budget
Coimbatore,2020,Renault,Kwid,Petrol,Manual,348000.0,1St Owner,6803.0,6803.0,L,5,0.02,Budget
Coimbatore,2020,Honda,Amaze,Petrol,Auto,581000.0,1St Owner,11359.0,11359.0,L,5,0.02,Budget
Coimbatore,2018,Tata,Tiago,Petrol,Manual,408000.0,1St Owner,7976.0,7976.0,L,7,0.02,Budget
Coimbatore,2018,Maruti,Alto,Petrol,Manual,320000.0,1St Owner,7118.0,7118.0,L,7,0.02,Budget
Coimbatore,2018,Honda,Amaze,Diesel,Manual,620000.0,1St Owner,12121.0,12121.0,L,7,0.02,Budget
Coimbatore,2022,Renault,Triber,Petrol,Manual,537000.0,1St Owner,10498.0,10498.0,L,3,0.02,Budget
Coimbatore,2017,Honda,City,Petrol,Manual,548000.0,1St Owner,10714.0,10714.0,L,8,0.02,Budget
Coimbatore,2022,Honda,Amaze,Petrol,Manual,642000.0,2Nd Owner,12551.0,12551.0,L,3,0.02,Budget
Patna,2018,Renault,Kwid,Petrol,Manual,292000.0,2Nd Owner,5703.0,5703.0,L,7,0.02,Budget
Patna,2021,Renault,Triber,Petrol,Manual,559000.0,1St Owner,10928.0,10928.0,L,4,0.02,Budget
Patna,2016,Maruti,Vitara,Diesel,Manual,459000.0,1St Owner,10210.0,10210.0,L,9,0.02,Budget
Patna,2020,Kia,Sonet,Diesel,Auto,1035000.0,1St Owner,19698.0,19698.0,L,5,0.02,Budget
Patna,2020,Kia,Sonet,Petrol,Manual,714000.0,2Nd Owner,13967.0,13967.0,L,5,0.02,Budget
Patna,2020,Datsun,Redi,Petrol,Manual,290000.0,1St Owner,5670.0,5670.0,L,5,0.02,Budget
Patna,2018,Honda,Amaze,Diesel,Auto,484999.0,2Nd Owner,9482.0,9482.0,L,7,0.02,Budget
Patna,2020,Honda,Civic,Petrol,Auto,1390000.0,1St Owner,26451.0,26451.0,L,5,0.02,Budget
Patna,2015,Hyundai,Creta,Diesel,Manual,557000.0,1St Owner,14668.0,14668.0,L,10,0.03,Budget
Patna,2015,Maruti,Swift,Petrol,Manual,337000.0,1St Owner,7500.0,7500.0,L,10,0.02,Budget
Patna,2023,Maruti,Alto,Petrol,Manual,350000.0,1St Owner,6843.0,6843.0,L,2,0.02,Budget
Patna,2022,Renault,Kwid,Petrol,Manual,399000.0,1St Owner,7801.0,7801.0,L,3,0.02,Budget
Patna,2022,Mahindra,Xuv300,Petrol,Manual,796000.0,1St Owner,15562.0,15562.0,L,3,0.02,Budget
Patna,2023,Maruti,New,Petrol,Manual,479000.0,1St Owner,9365.0,9365.0,L,2,0.02,Budget
Patna,2021,Hyundai,Creta,Petrol,Manual,930000.0,1St Owner,17702.0,17702.0,L,4,0.02,Budget
Patna,2019,Hyundai,Elite,Petrol,Manual,521000.0,1St Owner,10182.0,10182.0,L,6,0.02,Budget
Patna,2023,Maruti,Alto,Petrol,Manual,436000.0,1St Owner,8524.0,8524.0,L,2,0.02,Budget
Patna,2021,Mahindra,Thar,Petrol,Manual,1059000.0,1St Owner,20159.0,20159.0,L,4,0.02,Budget
Patna,2021,Kia,Sonet,Petrol,Auto,755000.0,1St Owner,14760.0,14760.0,L,4,0.02,Budget
Patna,2016,Hyundai,Creta,Petrol,Manual,605000.0,1St Owner,11828.0,11828.0,L,9,0.02,Budget
Surat,2015,Maruti,Wagon,Petrol,Manual,308000.0,1St Owner,6854.0,6854.0,L,10,0.02,Budget
Surat,2023,Nissan,Magnite,Petrol,Manual,529000.0,1St Owner,10341.0,10341.0,L,2,0.02,Budget
Surat,2017,Hyundai,Grand,Petrol,Manual,408000.0,1St Owner,7980.0,7980.0,L,8,0.02,Budget
Surat,2023,Tata,Nexon,Petrol,Auto,990000.0,2Nd Owner,18847.0,18847.0,L,2,0.02,Budget
Surat,2018,Maruti,Ertiga,Diesel,Manual,690000.0,1St Owner,13485.0,13485.0,L,7,0.02,Budget
Surat,2022,Maruti,Ignis,Petrol,Manual,451000.0,1St Owner,8808.0,8808.0,L,3,0.02,Budget
Surat,2018,Ford,Figo,Cng,Manual,328000.0,2Nd Owner,6408.0,6408.0,L,7,0.02,Budget
Surat,2019,Honda,Wr-V,Petrol,Manual,545000.0,1St Owner,10655.0,10655.0,L,6,0.02,Budget
Surat,2022,Skoda,Kushaq,Petrol,Auto,1242000.0,1St Owner,23640.0,23640.0,L,3,0.02,Budget
Surat,2017,Hyundai,Creta,Petrol,Manual,635000.0,1St Owner,12414.0,12414.0,L,8,0.02,Budget
Surat,2017,Volkswagen,Ameo,Petrol,Manual,339000.0,1St Owner,6636.0,6636.0,L,8,0.02,Budget
Surat,2020,Mahindra,Xuv300,Petrol,Manual,713000.0,1St Owner,13937.0,13937.0,L,5,0.02,Budget
Surat,2023,Nissan,Magnite,Petrol,Manual,525000.0,1St Owner,10264.0,10264.0,L,2,0.02,Budget
Surat,2020,Renault,Triber,Petrol,Manual,413999.0,1St Owner,8094.0,8094.0,L,5,0.02,Budget
Surat,2018,Renault,Kwid,Petrol,Manual,244000.0,1St Owner,4770.0,4770.0,L,7,0.02,Budget
Surat,2023,Maruti,Jimny,Petrol,Manual,952999.0,1St Owner,18145.0,18145.0,L,2,0.02,Budget
Surat,2019,Hyundai,Grand,Cng,Manual,408000.0,2Nd Owner,7976.0,7976.0,L,6,0.02,Budget
Surat,2021,Maruti,Vitara,Petrol,Manual,615000.0,2Nd Owner,12023.0,12023.0,L,4,0.02,Budget
Surat,2019,Kia,Seltos,Petrol,Auto,999000.0,2Nd Owner,19022.0,19022.0,L,6,0.02,Budget
Surat,2022,Tata,Tiago,Cng,Manual,509999.0,1St Owner,9971.0,9971.0,L,3,0.02,Budget
Vadodara,2019,Ford,Ecosport,Petrol,Manual,663000.0,2Nd Owner,12957.0,12957.0,L,6,0.02,Budget
Vadodara,2014,Maruti,Celerio,Petrol,Manual,246000.0,1St Owner,6488.0,6488.0,L,11,0.03,Budget
Vadodara,2019,Tata,Tiago,Petrol,Manual,386000.0,1St Owner,7548.0,7548.0,L,6,0.02,Budget
Vadodara,2019,Honda,Amaze,Petrol,Manual,457000.0,1St Owner,8937.0,8937.0,L,6,0.02,Budget
Vadodara,2020,Maruti,Dzire,Petrol,Manual,551000.0,1St Owner,10772.0,10772.0,L,5,0.02,Budget
Vadodara,2023,Hyundai,Grand,Petrol,Manual,605000.0,1St Owner,11828.0,11828.0,L,2,0.02,Budget
Vadodara,2018,Jeep,Compass,Petrol,Manual,697000.0,1St Owner,13630.0,13630.0,L,7,0.02,Budget
Vadodara,2021,Hyundai,Creta,Petrol,Auto,1170000.0,2Nd Owner,22270.0,22270.0,L,4,0.02,Budget
Vadodara,2016,Maruti,Swift,Petrol,Manual,351000.0,1St Owner,6862.0,6862.0,L,9,0.02,Budget
Vadodara,2021,Tata,Nexon,Petrol,Manual,657000.0,1St Owner,12844.0,12844.0,L,4,0.02,Budget
Vadodara,2022,Maruti,Alto,Petrol,Manual,354000.0,1St Owner,6915.0,6915.0,L,3,0.02,Budget
Vadodara,2020,Kia,Sonet,Petrol,Auto,710000.0,1St Owner,13881.0,13881.0,L,5,0.02,Budget
Vadodara,2017,Hyundai,Grand,Petrol,Manual,335000.0,2Nd Owner,6549.0,6549.0,L,8,0.02,Budget
Vadodara,2021,Skoda,Kushaq,Petrol,Manual,747000.0,2Nd Owner,14604.0,14604.0,L,4,0.02,Budget
Vadodara,2022,Hyundai,Venue,Petrol,Manual,797000.0,1St Owner,15585.0,15585.0,L,3,0.02,Budget
Vadodara,2019,Honda,City,Petrol,Manual,589000.0,1St Owner,11521.0,11521.0,L,6,0.02,Budget
Vadodara,2021,Maruti,Vitara,Petrol,Manual,767000.0,1St Owner,14995.0,14995.0,L,4,0.02,Budget
Vadodara,2020,Volkswagen,Polo,Petrol,Manual,480000.0,1St Owner,9384.0,9384.0,L,5,0.02,Budget
Vadodara,2016,Ford,Ecosport,Petrol,Auto,446000.0,1St Owner,8719.0,8719.0,L,9,0.02,Budget
Vadodara,2022,Tata,Tiago,Petrol,Manual,495000.0,1St Owner,9677.0,9677.0,L,3,0.02,Budget
Agra,2012,Maruti,Swift,Diesel,Manual,248000.0,2Nd Owner,21993.0,21993.0,L,13,0.09,Budget
Agra,2018,Maruti,Wagon,Petrol,Manual,325000.0,1St Owner,6354.0,6354.0,L,7,0.02,Budget
Agra,2021,Maruti,Swift,Petrol,Manual,540000.0,1St Owner,10560.0,10560.0,L,4,0.02,Budget
Agra,2019,Renault,Kwid,Petrol,Manual,240000.0,1St Owner,4692.0,4692.0,L,6,0.02,Budget
Agra,2017,Maruti,Vitara,Diesel,Manual,505000.0,1St Owner,9873.0,9873.0,L,8,0.02,Budget
Agra,2023,Maruti,Jimny,Petrol,Auto,1070000.0,1St Owner,20366.0,20366.0,L,2,0.02,Budget
Agra,2022,Tata,Altroz,Diesel,Manual,678000.0,1St Owner,13255.0,13255.0,L,3,0.02,Budget
Agra,2021,Renault,Kwid,Petrol,Manual,340000.0,1St Owner,6647.0,6647.0,L,4,0.02,Budget
Agra,2024,Honda,Elevate,Petrol,Manual,1338000.0,1St Owner,25473.0,25473.0,L,1,0.02,Budget
Agra,2022,Tata,Tigor,Cng,Manual,594000.0,1St Owner,11622.0,11622.0,L,3,0.02,Budget
Agra,2021,Tata,Altroz,Petrol,Manual,590000.0,1St Owner,11535.0,11535.0,L,4,0.02,Budget
Agra,2022,Hyundai,Aura,Cng,Manual,611000.0,1St Owner,11937.0,11937.0,L,3,0.02,Budget
Agra,2019,Renault,Kwid,Petrol,Manual,235000.0,2Nd Owner,4594.0,4594.0,L,6,0.02,Budget
Agra,2021,Maruti,Baleno,Petrol,Manual,570000.0,1St Owner,11144.0,11144.0,L,4,0.02,Budget
Agra,2012,Honda,Brio,Petrol,Manual,179000.0,1St Owner,8426.0,8426.0,L,13,0.05,Budget
Agra,2019,Maruti,S,Petrol,Manual,328000.0,1St Owner,6417.0,6417.0,L,6,0.02,Budget
Agra,2014,Maruti,Wagon,Petrol,Manual,239000.0,1St Owner,6294.0,6294.0,L,11,0.03,Budget
Agra,2016,Hyundai,Creta,Diesel,Manual,538000.0,2Nd Owner,11968.0,11968.0,L,9,0.02,Budget
Agra,2023,Volkswagen,Virtus,Petrol,Auto,1375000.0,1St Owner,26172.0,26172.0,L,2,0.02,Budget
Agra,2021,Renault,Kiger,Petrol,Manual,585000.0,2Nd Owner,11437.0,11437.0,L,4,0.02,Budget
Ahmedabad,2022,Honda,City,Petrol,Manual,737000.0,1St Owner,14408.0,14408.0,L,3,0.02,Budget
Ahmedabad,2016,Maruti,Baleno,Petrol,Manual,430999.0,1St Owner,8417.0,8417.0,L,9,0.02,Budget
Ahmedabad,2020,Honda,Amaze,Cng,Manual,548000.0,1St Owner,10722.0,10722.0,L,5,0.02,Budget
Ahmedabad,2017,Hyundai,Elite,Cng,Manual,534000.0,1St Owner,11883.0,11883.0,L,8,0.02,Budget
Ahmedabad,2015,Hyundai,Xcent,Petrol,Manual,352000.0,1St Owner,7839.0,7839.0,L,10,0.02,Budget
Ahmedabad,2021,Renault,Triber,Petrol,Auto,595000.0,1St Owner,11623.0,11623.0,L,4,0.02,Budget
Ahmedabad,2023,Maruti,Fronx,Cng,Manual,825000.0,1St Owner,15703.0,15703.0,L,2,0.02,Budget
Ahmedabad,2024,Hyundai,Grand,Petrol,Manual,693000.0,1St Owner,13550.0,13550.0,L,1,0.02,Budget
Ahmedabad,2015,Hyundai,Creta,Petrol,Manual,686000.0,1St Owner,15258.0,15258.0,L,10,0.02,Budget
Ahmedabad,2022,Hyundai,Creta,Petrol,Manual,875000.0,1St Owner,16655.0,16655.0,L,3,0.02,Budget
Ahmedabad,2023,Maruti,Alto,Petrol,Manual,438999.0,2Nd Owner,8579.0,8579.0,L,2,0.02,Budget
Ahmedabad,2018,Renault,Kwid,Petrol,Manual,218000.0,1St Owner,4845.0,4845.0,L,7,0.02,Budget
